번호,사업장명,영업상태명,소재지전체주소,좌표정보(x),좌표정보(y),위생업태명
1597921,오거리김치찜,영업/정상,경기도 성남시 수정구 태평동 3076 1층 일부,211857.000493591,438372.503391486,한식
1599609,홍콩반점 성남태평,영업/정상,경기도 성남시 수정구 태평동 3507 201호,211933.001533133,437822.687370181,중국식
1603453,토담옛날통닭태평동점,영업/정상,경기도 성남시 수정구 태평동 6063 1층 일부,211281.297746833,437815.225435831,호프/통닭
1605492,도도해,영업/정상,경기도 성남시 수정구 태평동 3488-2 1층,211987.22700319,437861.020739285,횟집
1608350,집밥포차,영업/정상,경기도 성남시 수정구 태평동 6408 1층 일부,211493.815150947,437866.076497877,정종/대포집/소주방
1608640,와치킨,영업/정상,경기도 성남시 수정구 태평동 3857-5 1층(일부),211776.795880827,438227.096821328,호프/통닭
1608884,명가통닭,영업/정상,경기도 성남시 수정구 태평동 7346 가천대역 두산위브 상가동 104호,211768.488591783,438666.06572396,호프/통닭
1608962,비에이치씨 태평오거리점,영업/정상,경기도 성남시 수정구 태평동 3202 1층(일부),211883.496555751,438236.571191478,호프/통닭
1616039,깨돌이김밥,영업/정상,"경기도 성남시 수정구 태평동 6510 평화빌딩, 1층 일부",211291.267923522,437562.0491521,분식
1617351,쩡이순대국,영업/정상,"경기도 성남시 수정구 태평동 5112번지 덕영빌딩,1층(일부)",211182.11821724,438394.975098373,한식
1619233,풀코스,영업/정상,경기도 성남시 수정구 태평동 5398 1층 일부,211301.011470512,438047.908291493,호프/통닭
1619260,강산,영업/정상,경기도 성남시 수정구 태평동 6975번지 1층,211166.06098591,437541.211400682,한식
1619413,숯골 전 콩나물국밥,영업/정상,경기도 성남시 수정구 태평동 7339-6 1층,212601.8969405,438074.659391558,한식
1619414,왕십리곱창,영업/정상,경기도 성남시 수정구 태평동 3517 (1층),211897.223044182,437844.450318528,한식
1619432,태평해장국,영업/정상,경기도 성남시 수정구 태평동 6976 1층,211153.013832732,437511.967422648,한식
1619476,벡스케밥(BEK's KEBAB),영업/정상,경기도 성남시 수정구 태평동 6151-24 1층 일부호,211274.336034338,437734.674260238,경양식
1619538,올빼미포차,영업/정상,경기도 성남시 수정구 태평동 5691번지 1층,211383.184254347,438054.30973234,한식
1619659,소복국수,영업/정상,경기도 성남시 수정구 태평동 7337 크란츠힐 B08호,212549.832278522,438094.39904284,한식
1619672,걸작떡볶이,영업/정상,경기도 성남시 수정구 태평동 5361 1층,211292.176270979,438044.576185675,분식
1619749,어울림,영업/정상,경기도 성남시 수정구 태평동 6975 지층,211166.06098591,437541.211400682,호프/통닭
1619759,호식이 두마리 치킨,영업/정상,경기도 성남시 수정구 태평동 4845번지 1층,211700.871577332,438353.405255486,통닭(치킨)
1619859,김밥천국,영업/정상,경기도 성남시 수정구 태평동 5217번지 지1층,211195.93141489,438014.036704806,김밥(도시락)
1619864,달달한 커피콩,영업/정상,경기도 성남시 수정구 태평동 3455 1층,212022.88860809,437922.21300665,기타
1620090,우리동네,영업/정상,경기도 성남시 수정구 태평동 3469 1층 일부,211906.423181217,438019.346426453,호프/통닭
1620111,함경도식당,영업/정상,경기도 성남시 수정구 태평동 3691-6번지 1층,211703.137771369,437757.353419181,한식
1620189,신전떡볶이 태평점,영업/정상,경기도 성남시 수정구 태평동 3763,211871.012426874,438033.324446902,분식
1620259,백년가짬뽕(태평점),영업/정상,경기도 성남시 수정구 태평동 7339-4,212585.63463314,438059.322647612,한식
1620389,수지 빈대떡 태평점,영업/정상,경기도 성남시 수정구 태평동 3642번지 1층,211852.706917579,437829.413127431,한식
1620476,하이꼬꼬,영업/정상,경기도 성남시 수정구 태평동 3517번지 1층,211897.223044182,437844.450318528,통닭(치킨)
1620510,도리원,영업/정상,경기도 성남시 수정구 태평동 3408 지층,212192.187051487,437904.910363229,한식
1620543,태평포차,영업/정상,경기도 성남시 수정구 태평동 3801 1층,211786.081575453,438267.597665115,한식
1620655,미가보리밥,영업/정상,경기도 성남시 수정구 태평동 6503번지,211331.307670906,437611.544229798,한식
1620672,아지트,영업/정상,경기도 성남시 수정구 태평동 3543번지 1층,211899.484204355,437961.320459077,호프/통닭
1620691,신평양찹쌀순대,영업/정상,경기도 성남시 수정구 태평동 6988번지,211082.506602876,437510.351962382,한식
1620851,이천쌀비빔밥,영업/정상,경기도 성남시 수정구 태평동 6142번지 1층,211228.946282088,437769.341685439,한식
1620935,금빛 순대국,영업/정상,경기도 성남시 수정구 태평동 3307-44번지 1층,212249.511300487,438286.551373088,분식
1620944,태평낙지,영업/정상,"경기도 성남시 수정구 태평동 3477번지 1층 102호,103호",211946.219033057,437930.407981576,한식
1621033,시골청국장,영업/정상,경기도 성남시 수정구 태평동 3397 1층,212069.72239868,437935.892855886,한식
1621117,3.5호프,영업/정상,경기도 성남시 수정구 태평동 2108번지 1층,212507.573971645,438495.682614783,기타
1621121,두리아바베큐치킨,영업/정상,경기도 성남시 수정구 태평동 3436-3 1층,212052.327304455,437902.74340816,호프/통닭
