번호,사업장명,영업상태명,소재지전체주소,좌표정보(x),좌표정보(y),위생업태명
1373464,떡볶이참잘하는집 떡참 고성간성점,영업/정상,강원도 고성군 간성읍 상리 460-2,328022.371150733,542818.964393318,분식
1373482,엠에스티(MST),영업/정상,강원도 춘천시 효자동 18-60,265430.405779472,486189.263339428,기타
1373521,피자스톰 강릉점,영업/정상,강원도 강릉시 옥천동 315-6,367544.59888549,474973.419909509,기타
1373590,나인비치37,영업/정상,강원도 동해시 망상동 168-1,385264.659163942,456071.511049938,기타
1373603,템플라도커피,영업/정상,강원도 원주시 지정면 가곡리 1344-4,277677.411101519,430682.929748871,기타
1373604,시크릿가든 혁신점,영업/정상,강원도 원주시 반곡동 1899-1,287155.142699987,425357.656259047,기타
1373616,꽈페강릉점,영업/정상,강원도 강릉시 임당동 126-4,367015.541718148,474092.684274925,기타
1373617,애런스투어리스트센터(aaron's tourist center),영업/정상,강원도 강릉시 옥천동 55-7,367436.420394229,474197.483044184,기타
1373646,정통,영업/정상,강원도 강릉시 임당동 175-1,366645.084307724,474315.30997186,기타
1373655,브라이드그룸,영업/정상,강원도 춘천시 동내면 거두리 1111-8,266731.081468255,483993.218478038,기타
1373709,우리동네참치정육점속초점,영업/정상,강원도 속초시 동명동 518,339047.32493128,524149.459677752,횟집
1373710,한우이야기,영업/정상,강원도 속초시 교동 977-20,337764.24411587,522294.286666905,식육(숯불구이)
1373732,서면식당,영업/정상,강원도 춘천시 서면 서상리 1041,261744.270692434,492809.76863253,한식
1373734,탐앤탐스설악워터피아점,영업/정상,강원도 속초시 장사동 24-9,333861.329823747,523878.780261004,기타
1373735,디피자설악워터피아점,영업/정상,강원도 속초시 장사동 24-9,333861.329823747,523878.780261004,기타
1373736,마왕족발설악워터피아점,영업/정상,강원도 속초시 장사동 24-9,333861.329823747,523878.780261004,한식
1373769,가마골풍경,영업/정상,강원도 횡성군 안흥면 안흥리 401-27,302227.743471139,433100.246324396,탕류(보신용)
1373770,황고을,영업/정상,강원도 횡성군 청일면 유동리 849-7,301602.630917324,454126.490221617,한식
1373779,윤식당,영업/정상,강원도 양구군 양구읍 중리 9-1 보문장여관,286745.143652368,512167.523817391,한식
1373894,남여노소 소머리국밥,영업/정상,강원도 철원군 갈말읍 문혜리 681-11 귀빈모텔,228703.757811319,519540.062837258,탕류(보신용)
1373900,케이티푸드,영업/정상,강원도 삼척시 원덕읍 옥원리 156,406524.114065196,411197.443872612,한식
1373903,느티나무가든,영업/정상,강원도 인제군 기린면 북리 610-2,313288.319477626,501347.551013431,한식
1374013,어성전집,영업/정상,강원도 양양군 양양읍 남문리 62-2,342374.51789266,509215.674062513,한식
1374014,교촌치킨 하조대점,영업/정상,강원도 양양군 현북면 하광정리 361-7,351056.783091564,503429.162318592,호프/통닭
1374015,유,영업/정상,강원도 양양군 양양읍 구교리 201-1,349752.380875499,504493.016848077,기타
1374053,포터스하우스홍천2호점,영업/정상,강원도 홍천군 홍천읍 진리 61-9,278454.238541072,465939.861903131,기타
1374131,반하누,영업/정상,강원도 원주시 무실동 1831-4,282520.146854562,426033.318702427,한식
1374132,구름공방 혁신점,영업/정상,강원도 원주시 반곡동 1865-4,286690.954206894,425322.40521514,한식
1374133,건강밥상,영업/정상,강원도 원주시 문막읍 건등리 1708-10,272608.125520118,423620.570440945,한식
1374134,황둔살찐빵,영업/정상,강원도 원주시 신림면 송계리 663-3,305636.459510491,418451.808858846,한식
1374135,피오레토,영업/정상,강원도 원주시 지정면 월송리 1219 성문안C.C,273728.991606939,433127.708556053,패밀리레스트랑
1374156,Cafe(카페)감추,영업/정상,강원도 동해시 천곡동 988-16,387611.474592232,448099.409857332,기타
1374157,도계횟집,영업/정상,강원도 동해시 발한동 6-7 도계식당,386338.665421304,451890.137925873,횟집
1374180,라라그릴하우스,영업/정상,강원도 양양군 현북면 하광정리 608-2,350990.635064442,503720.36529862,식육(숯불구이)
1374249,"쉼, 카페",영업/정상,강원도 횡성군 둔내면 화동리 401,308853.767299543,452719.628137267,기타
1374343,장수식당,영업/정상,강원도 원주시 귀래면 주포리 129-5,276769.731996352,409389.100682862,한식
1374423,영빈쿡,영업/정상,강원도 속초시 청호동 1356 속초청호아이파크,340057.529975947,522294.421679377,한식
1374457,정선애찬,영업/정상,강원도 정선군 정선읍 봉양리 360-1 리원빌딩,347464.439551294,432240.851882343,한식
1374458,최가네 크레이지 떡볶이,영업/정상,강원도 정선군 고한읍 고한리 62-90,364464.169277565,412673.519483025,분식
1374465,애즈애즈,영업/정상,강원도 춘천시 조양동 6-35,264220.843444802,486638.540301534,기타
1374466,짐키친 춘천점,영업/정상,강원도 춘천시 온의동 601 춘천 센트럴타워 푸르지오,263345.431242431,485397.525389929,기타
1374514,됐고연탄한우실비,영업/정상,강원도 속초시 영랑동 130,339838.460309303,524702.199045147,한식
1374515,신해불이횟집,영업/정상,강원도 속초시 대포동 421-19,340646.098474024,520352.198772646,횟집
1374571,비비큐후평점,영업/정상,강원도 춘천시 후평동 869-12,266544.384308246,486260.485619504,호프/통닭
1374572,모토모토,영업/정상,강원도 춘천시 동면 만천리 326-37,268419.177217719,487219.245019193,기타
1374616,프리뱅,영업/정상,강원도 춘천시 퇴계동 1191,263601.523165864,484960.439091546,경양식
1374617,진스키친,영업/정상,강원도 춘천시 교동 93-28,264747.594207512,486999.767181388,경양식
1374618,핵밥 춘천 장학점,영업/정상,강원도 춘천시 동면 장학리 1005-5,266346.223388659,488165.059546359,기타
1374619,모토모토2,영업/정상,강원도 춘천시 동면 만천리 326-33,268460.845694627,487129.562998419,기타
1374620,제이디푸드,영업/정상,강원도 춘천시 사농동 158-1 현대아파트,263467.723493815,490227.794403809,한식
1374621,뜸들이다 춘천후평점,영업/정상,강원도 춘천시 후평동 701-8,265931.855070483,486647.974415337,기타
1374629,비에이치씨근덕점,영업/정상,강원도 삼척시 근덕면 교가리 398-1 덕산낚시,397184.364434809,433437.67191002,호프/통닭
1374793,원주장작구이,영업/정상,강원도 원주시 반곡동 1866-3,286743.401641016,425373.789631101,한식
1374794,불닭발땡초동대문엽기떡볶이(원주기업도시점),영업/정상,강원도 원주시 지정면 가곡리 1345-11,277413.117777848,430677.249509998,분식
1374861,오대횟집,영업/정상,강원도 철원군 동송읍 이평리 678-46 인성정육점,219128.059272568,522936.260065843,횟집
1374893,어쩌다농부,영업/정상,강원도 춘천시 석사동 980,265760.750878195,484782.142992886,한식
1374903,횡성호수길한우,영업/정상,강원도 횡성군 갑천면 중금리 7-12,293819.038357092,449091.820495464,식육(숯불구이)
1374909,무실배나무골,영업/정상,강원도 원주시 무실동 1727-2,281977.141637347,426694.122973394,한식
1374910,원주갈매기살,영업/정상,강원도 원주시 봉산동 1189-12,285418.444906074,427207.683322017,한식
1374924,양구고깃집,영업/정상,강원도 인제군 북면 원통리 712-14,305385.791055918,513937.777477208,식육(숯불구이)
1374935,옛날순대평원점,영업/정상,강원도 원주시 평원동 144-28,284373.467595886,428142.510389102,한식
1374936,서울화로,영업/정상,강원도 원주시 지정면 가곡리 1372-6,277289.204002398,430473.238484599,식육(숯불구이)
1374990,한미식당,영업/정상,강원도 동해시 묵호진동 2-442,387269.863580661,452846.294215972,탕류(보신용)
1375035,타코랑타코야끼,영업/정상,강원도 원주시 단계동 800-13,283158.88953092,427174.890718279,일식
1375036,간이역기업도시점,영업/정상,강원도 원주시 지정면 가곡리 1453 EG-the1 아파트 상가동,277036.571483431,431576.865933814,한식
1375159,모아나버거,영업/정상,강원도 강릉시 사천면 방동리 98-2,365167.58949883,482477.911185587,경양식
1375160,해옫,영업/정상,강원도 강릉시 주문진읍 주문리 317-26,360646.898652296,489371.649769017,기타
1375201,열매달,영업/정상,강원도 원주시 관설동 1730-16,285107.070796825,424362.291991074,기타
1375202,만나멘,영업/정상,강원도 원주시 단구동 1511-1,283987.58688959,425866.809060317,한식
1375253,어부지리,영업/정상,강원도 강릉시 옥천동 315-6,367544.59888549,474973.419909509,한식
1375254,여우애김밥강릉송정점,영업/정상,강원도 강릉시 견소동 237,370650.330298854,476518.227317627,한식
1375268,아야트커피,영업/정상,강원도 고성군 토성면 아야진리 182,335873.736851763,531341.699461121,기타
1375318,부활김밥,영업/정상,강원도 원주시 중앙동 264,284405.841639928,427661.777857806,분식
1375319,치아커,영업/정상,강원도 원주시 반곡동 1910-2,287480.440684892,425345.550299702,기타
1375328,공동어시장,영업/정상,강원도 춘천시 효자동 711-18,264387.752598136,485049.248576389,횟집
1375329,금화왕돈까스 춘천만천점,영업/정상,강원도 춘천시 동면 만천리 763-2,266908.316331774,487278.866314398,한식
1375330,레스토랑 수(restorant soo),영업/정상,강원도 춘천시 효자동 700-2,264180.925172137,485400.49213612,한식
1375331,서면순대국,영업/정상,강원도 춘천시 서면 금산리 985-2,260854.706381906,488439.562899569,한식
1375459,포레스트스크린,영업/정상,강원도 춘천시 동면 장학리 174-1,266618.340857906,487537.838157729,기타
1375504,원할머니보쌈 기린점,영업/정상,강원도 인제군 기린면 현리 694-3,315619.55598101,495322.697271651,한식
1375529,에스커브쉼터,영업/정상,강원도 화천군 사내면 광덕리 1160-5,240190.691222772,509559.159103456,한식
1375561,온다(ONDA),영업/정상,강원도 속초시 장사동 577-33,339098.39300735,525711.634303363,기타
1375562,사계절시장골목집,영업/정상,강원도 속초시 조양동 1321-5,339711.244328106,521601.280036356,기타
1375736,흑돼지삼백식당 낙산점,영업/정상,강원도 양양군 강현면 주청리 7-34,342809.697151864,514026.030492249,한식
1375771,바비랑이푸드,영업/정상,강원도 춘천시 운교동 108-3,264314.087677672,486238.593850401,한식
1375772,광판팔뚝김밥엔타점,영업/정상,강원도 춘천시 석사동 980,265760.750878195,484782.142992886,분식
1375825,대성호횟집,영업/정상,강원도 삼척시 근덕면 장호리 3-41 장호1리어촌계,405333.184384339,423064.795141444,횟집
1375865,한우먹는날,영업/정상,강원도 원주시 흥업면 사제리 251-15,278464.107423245,427087.398827541,식육(숯불구이)
1375866,또와밥집,영업/정상,강원도 원주시 문막읍 건등리 1706-7,272544.858521587,423734.07696124,한식
1375905,고향돈우,영업/정상,강원도 동해시 이도동 172-1,386790.560534944,443981.490959723,식육(숯불구이)
1375906,대진제국,영업/정상,강원도 동해시 대진동 1-6,386777.601539806,455021.592441433,기타
1375948,파스타에반하다&진탱,영업/정상,강원도 강릉시 옥천동 223 동부시장,367443.601105971,474756.310270998,기타
1375949,누안,영업/정상,강원도 강릉시 교동 1732,365781.493940518,474502.539830027,기타
1376116,한잔 더(한잔 the),영업/정상,강원도 정선군 정선읍 봉양리 344-22,347279.645819407,432294.284669344,정종/대포집/소주방
1376121,흥정계곡 꼬꼬집,영업/정상,강원도 평창군 봉평면 흥정리 187-1,317076.574086351,461865.26583384,한식
1376240,아이점프 동해점,영업/정상,강원도 동해시 평릉동 457-8,387036.745331155,449847.070425813,한식
1376359,맛잇다영,영업/정상,강원도 원주시 관설동 1705-8,285483.751964533,424446.265594308,한식
1376360,다소곳이,영업/정상,강원도 원주시 반곡동 1844-5,287012.161026805,425340.44438698,기타
1376361,금정찻집,영업/정상,강원도 원주시 중앙동 35-1,284052.683425136,428213.621807713,기타
1376362,또봉이통닭기업도시점,영업/정상,강원도 원주시 지정면 가곡리 1348-5,277469.792049797,430608.241911545,호프/통닭
1376364,노랑통닭 양구점,영업/정상,강원도 양구군 양구읍 중리 24-3,286638.290986495,512125.762863625,호프/통닭
1376380,하레이정육식당,영업/정상,강원도 원주시 단계동 799-9,283169.906859684,427115.372367562,한식
1376381,퍼플릭스,영업/정상,강원도 원주시 단계동 848-3,282558.897360672,427510.330825166,기타
1376382,탑홀덤펍,영업/정상,강원도 원주시 지정면 가곡리 1349-2,277670.173420342,430623.032728189,기타
1376445,큰집아저씨,영업/정상,강원도 삼척시 당저동 9-10 수성빌딩,392019.435004777,440587.410199701,분식
1376493,립서비스,영업/정상,강원도 화천군 사내면 사창리 905-22,245021.062556669,507632.541358734,식육(숯불구이)
1376521,치악산선지해장국,영업/정상,강원도 원주시 태장동 1381,283864.645889423,431749.580636008,한식
1376522,바보찐만도 혁신점,영업/정상,강원도 원주시 반곡동 1882-1,286636.67985905,425181.395398497,한식
1376534,주식회사 에이치비푸드,영업/정상,강원도 춘천시 효자동 629-18,265412.995991204,485914.214981898,기타
1376535,스카이라인라운지(Skyline lounge),영업/정상,강원도 춘천시 중도동 603,261196.14804155,486795.908265274,경양식
1376536,브릭스페밀리레스토랑(Bricks family restaurant),영업/정상,강원도 춘천시 중도동 603,261196.14804155,486795.908265274,경양식
1376537,소나무숯불갈비,영업/정상,강원도 횡성군 둔내면 두원리 616-10,309608.79530395,444571.010509399,기타
1376538,자담치킨 횡성둔내점,영업/정상,강원도 횡성군 둔내면 두원리 933-1,308539.969560746,445499.648254369,호프/통닭
1376545,그린호프,영업/정상,강원도 정선군 정선읍 봉양리 344-2,347381.060095284,432287.336466552,호프/통닭
1376577,든해솔,영업/정상,강원도 태백시 황지동 199-3,376552.71161934,408050.051846754,한식
1376578,샘물카페,영업/정상,강원도 태백시 황지동 253-84,376680.061795369,409870.95500882,기타
1376579,태백호텔 레스토랑&커피,영업/정상,강원도 태백시 소도동 345,374119.791056352,405208.468515074,패밀리레스트랑
1376656,주도,영업/정상,강원도 강릉시 홍제동 1029-3,364840.791790396,474461.167554002,기타
1376661,태백호텔 뷔페,영업/정상,강원도 태백시 소도동 345,374119.791056352,405208.468515074,뷔페식
1376781,고려실비식당,영업/정상,강원도 태백시 황지동 36-14,376984.683695543,409850.727556478,식육(숯불구이)
1376849,두마리찜닭 두찜 강원태백점,영업/정상,강원도 태백시 황지동 253-139,376681.469004489,409835.644218628,한식
1376850,막창대세,영업/정상,강원도 태백시 황지동 44-163,376743.817378444,409601.599164292,기타
1376904,칡냉면,영업/정상,강원도 고성군 거진읍 거진리 289-117 동림모텔,326803.115464109,549924.209749063,냉면집
1376905,문어짬뽕,영업/정상,강원도 고성군 거진읍 거진리 289-117 동림모텔,326803.115464109,549924.209749063,중국식
1376919,샌드브루,영업/정상,강원도 춘천시 온의동 547-7,263213.982688031,484302.177817998,기타
1376920,꼬꼬닭발,영업/정상,강원도 춘천시 사농동 46-15,264091.26840529,489582.339656267,기타
1376952,우마미라멘,영업/정상,강원도 속초시 영랑동 200 속초동현아파트,339636.972459481,524669.617709286,일식
1376982,은경이네,영업/정상,강원도 속초시 대포동 959 대포어촌계수산물직매장,340759.434036318,520314.493726015,횟집
1377007,닭싸롱,영업/정상,강원도 태백시 황지동 662 태백황지청솔아파트,376026.920538997,408769.773874892,한식
1377029,동호해변 팔도대게횟집,영업/정상,강원도 양양군 손양면 동호리 40-4,347968.119324683,506322.298540317,횟집
1377058,해담푸드,영업/정상,강원도 속초시 교동 826-1,338059.05636102,522902.588295225,한식
1377067,후다닭 킹치킨,영업/정상,강원도 횡성군 횡성읍 읍하리 507-11,287111.744964319,444078.186372214,호프/통닭
1377087,여기머야,영업/정상,강원도 춘천시 후평동 67-33,265963.731371969,486472.048992545,일식
1377088,오늘도고기내일도고기,영업/정상,강원도 춘천시 후평동 832-10,266122.94641328,485959.276487485,식육(숯불구이)
1377119,동해인,영업/정상,강원도 영월군 영월읍 영흥리 1013-35,330447.032787514,410465.547120001,횟집
1377120,카페라인,영업/정상,강원도 강릉시 성남동 50 중앙시장,367255.878725242,474087.754397503,기타
1377121,솜앤몽키친,영업/정상,강원도 강릉시 연곡면 영진리 381 영진 코아루비치테라스,362171.473487487,486683.594839636,한식
1377122,커피벌스데이,영업/정상,강원도 강릉시 교동 162-220,366723.622077593,474493.647974003,기타
1377123,육회&큐브스테이크,영업/정상,강원도 강릉시 입암동 594-11,368687.243945941,475079.536035037,한식
1377127,대왕해물찜,영업/정상,강원도 춘천시 석사동 698-1,265152.137714467,484497.651392115,한식
1377169,타코야끼,영업/정상,강원도 정선군 고한읍 고한리 94-18,364301.260888724,412750.03756242,한식
1377305,미스터크로넛 고성아야진점,영업/정상,강원도 고성군 토성면 아야진리 226-10,335639.699420001,531659.277254002,기타
1377321,글렌테일,영업/정상,강원도 춘천시 후평동 72-1,266042.951965844,486536.463386548,기타
1377326,고레가 참치 영월점,영업/정상,강원도 영월군 영월읍 영흥리 720-15,330752.000108421,411050.381922569,횟집
1377378,정동진한우마을,영업/정상,강원도 강릉시 강동면 정동진리 50-48,380147.373551276,466234.33457231,식육(숯불구이)
1377401,코리엔탈깻잎치킨,영업/정상,강원도 강릉시 포남동 1115-12,367850.842766758,475579.670871783,호프/통닭
1377402,직화볶음찜닭볶찜강릉관동대점,영업/정상,강원도 강릉시 내곡동 290-28,365378.323716518,472068.628964937,한식
1377440,케이스크린&밥스토랑(K스크린&밥스토랑),영업/정상,강원도 평창군 평창읍 종부리 495-7,323163.24917404,429946.772776595,한식
1377456,우리할매 떡볶이 사북고한점,영업/정상,강원도 정선군 사북읍 사북리 344-75,361505.916826542,415504.097202819,분식
1377468,에스엘연회주방(SL연회주방),영업/정상,강원도 강릉시 주문진읍 교항리 190-4,360512.763616526,488975.063947469,기타
1377499,에그무인카페,영업/정상,강원도 태백시 황지동 74-20,376931.595709661,409152.194744557,기타
1377528,머거바 부산국밥,영업/정상,강원도 화천군 간동면 간척리 694-9,271602.816151238,503291.458526551,한식
1377570,교동한식,영업/정상,강원도 강릉시 교동 1048-5,366132.361840529,474842.664329973,한식
1377571,짐키친강릉점,영업/정상,강원도 강릉시 홍제동 1029-1,364784.520097291,474458.64077777,경양식
1377600,라파누이,영업/정상,강원도 원주시 호저면 주산리 455-2,,,경양식
1377601,소바애명륜점,영업/정상,강원도 원주시 명륜동 638-8,283543.970036695,425828.272779982,냉면집
1377628,해피그린,영업/정상,강원도 원주시 태장동 925-5,284143.350811775,430033.709462994,기타
1377670,함경도부침,영업/정상,강원도 홍천군 홍천읍 신장대리 10-46,278072.945149929,465757.841366059,한식
1377671,도원뚝배기짬뽕홍천점,영업/정상,강원도 홍천군 홍천읍 연봉리 153-5 베네치아아파트,277235.603728503,464802.210768969,중국식
1377730,뚱땡이버거,영업/정상,강원도 춘천시 운교동 181-9,264485.742954005,486215.484312164,기타
1377731,신림카페마실,영업/정상,강원도 원주시 신림면 구학리 602-17,292343.132313498,412307.350371899,경양식
1377749,금화식당,영업/정상,강원도 강릉시 포남동 1116-11,367703.567336909,475452.92831886,한식
1377860,루비카페,영업/정상,강원도 철원군 동송읍 이평리 684-31 대명아구찜,219181.55582582,522746.124766884,정종/대포집/소주방
1377964,리버972,영업/정상,강원도 홍천군 화촌면 군업리 972-4,290166.247672314,471276.70865882,기타
1378035,대포리,영업/정상,강원도 속초시 대포동 955-1,340888.332504303,520238.427818754,횟집
1378096,솔내음바베큐,영업/정상,강원도 강릉시 대전동 168,363856.436599589,478655.138298979,식육(숯불구이)
1378113,효자누룽지백숙,영업/정상,강원도 춘천시 효자동 465-13,264392.689790503,485814.048557791,한식
1378148,속초초밥집,영업/정상,강원도 속초시 교동 946-8,337458.510511952,523096.085051282,일식
1378149,요리바카,영업/정상,강원도 속초시 대포동 266-5,340612.549501026,519793.091560213,일식
1378153,원조춘천닭갈비 양양분점,영업/정상,강원도 양양군 양양읍 남문리 48-4,342452.79442944,509329.911031796,한식
1378199,하이하우 클럽라운지,영업/정상,강원도 정선군 고한읍 고한리 144-15,362132.41883409,413191.345363797,경양식
1378200,cafe HYU 휴,영업/정상,강원도 정선군 고한읍 고한리 산 1-11,365542.627769707,411938.250906972,기타
1378212,대화메밀부침 3호점,영업/정상,강원도 횡성군 횡성읍 읍상리 292-8,287219.720499501,443530.522497104,기타
1378274,오구쌀피자평창휘닉스점,영업/정상,강원도 평창군 봉평면 면온리 954-15,317999.017805998,453904.205062475,기타
1378275,교촌치킨(알펜시아점),영업/정상,강원도 평창군 대관령면 용산리 425 알펜시아 리조트,345786.815844836,462590.554819645,호프/통닭
1378415,카페-인플라워(CAFFEINEFLOWER),영업/정상,강원도 홍천군 홍천읍 희망리 48-1,278549.466463613,466138.535500384,기타
1378416,친정밥집,영업/정상,강원도 원주시 태장동 730-5,284658.335760202,428637.24687043,한식
1378417,가득한돼지국밥,영업/정상,강원도 원주시 반곡동 1866-2,286729.701171798,425379.138980233,한식
1378418,부활김밥팥죽,영업/정상,강원도 원주시 단계동 147-9,282748.661274759,428668.302725735,한식
1378515,리모네(limone),영업/정상,강원도 동해시 망상동 393-36 오동동횟집,384591.999508694,456540.406384548,경양식
1378563,전망좋은식당,영업/정상,강원도 인제군 인제읍 고사리 206,308603.671921725,501715.882082527,한식
1378609,광치계곡식당,영업/정상,강원도 양구군 국토정중앙면 가오작리 49-7,293350.103985242,515222.85171441,한식
1378610,양구커피집,영업/정상,강원도 양구군 양구읍 정림리 3-2,286584.302290841,511433.827500925,기타
1378662,두들리도넛원주점,영업/정상,강원도 원주시 단계동 1120-1 엠스타빌딩,282048.046126826,427603.446313547,기타
1378663,육삼닭갈비,영업/정상,강원도 원주시 단계동 812-2,282548.045307438,428004.662224567,한식
1378664,카페블루스카이,영업/정상,강원도 원주시 문막읍 동화리 342-1,275120.848291021,425497.448689835,기타
1378665,천지양꼬치,영업/정상,강원도 원주시 학성동 326-3,283817.869840622,428416.916115582,기타
1378719,현이네칼국수,영업/정상,강원도 동해시 부곡동 126-1 삼정2차아파트,386222.248080578,450626.394210818,한식
1378720,파리바게뜨동해평릉점,영업/정상,강원도 동해시 평릉동 448 동해해안사랑으로부영,386778.668029596,449993.232711718,기타
1378737,포남수산,영업/정상,강원도 강릉시 포남동 1147-8,368071.247266073,475277.28125355,횟집
1378738,송정불향쭈꾸미,영업/정상,강원도 강릉시 송정동 1-20,370768.855870775,476799.760383731,한식
1378809,강원종합휴게소,영업/정상,강원도 삼척시 신기면 신기리 374 강원종합박물관,384775.809648953,429711.276389362,분식
1378810,딜리버리0619,영업/정상,강원도 삼척시 당저동 117-1,391208.605744694,440533.390742757,경양식
1378877,태평소,영업/정상,강원도 정선군 고한읍 고한리 36-44,365511.779981211,411987.456664504,한식
1378928,육쌈냉면강릉사천점,영업/정상,강원도 강릉시 사천면 방동리 112-6,365146.541829864,482654.288707608,냉면집
1378958,뜨락,영업/정상,강원도 고성군 간성읍 신안리 311-14 뜨락김치,328355.878513569,542925.356966493,한식
1378959,고성칡소곰탕,영업/정상,강원도 고성군 간성읍 신안리 311-14 시장기름집,328355.878513569,542925.356966493,한식
1379031,오군,영업/정상,강원도 원주시 반곡동 1822-19,286874.46945136,425394.669314361,호프/통닭
1379041,영영상점후평44호상점,영업/정상,강원도 춘천시 후평동 855-3,265178.419702144,487029.538293149,기타
1379175,곱깨비 곱창·닭발 둔내점,영업/정상,강원도 횡성군 둔내면 둔방내리 85-1 104호,307268.948057948,446345.159610654,기타
1379176,도축장옆 한우전문식당,영업/정상,강원도 횡성군 횡성읍 조곡리 465-4,289483.061429092,443661.878263923,식육(숯불구이)
1379198,바름면옥원주우산점,영업/정상,강원도 원주시 우산동 120-9,282875.676097354,430183.12195931,분식
1379199,네쥬(neige),영업/정상,강원도 원주시 반곡동 1762,285305.551227162,426077.94920901,기타
1379322,우리할매떡볶이 신철원점,영업/정상,강원도 철원군 갈말읍 신철원리 976 대영제분소,226983.473532254,515917.61617055,분식
1379333,토담골,영업/정상,강원도 삼척시 남양동 55-62 인화상가,391762.677424488,439909.987632322,한식
1379346,오늘,영업/정상,강원도 정선군 북평면 북평리 250-10,347555.523814921,439816.414696294,경양식
1379352,카페오분동,영업/정상,강원도 삼척시 오분동 산 30-19,394063.166265295,438003.541393943,기타
1379357,"메이드메이크(made,make)",영업/정상,강원도 속초시 동명동 287 인트레빌하버뷰,339474.303382143,524497.208326546,일식
1379381,슈필라움 가맥집,영업/정상,강원도 속초시 대포동 266-1,340616.9079175,519802.083380232,기타
1379424,서부포차,영업/정상,강원도 강릉시 홍제동 13-1,366518.62394106,474186.379216464,정종/대포집/소주방
1379425,캠핑식당용지각길56,영업/정상,강원도 강릉시 포남동 1144-8,368073.31149737,475203.939438676,한식
1379426,백봉백숙,영업/정상,강원도 강릉시 대전동 13,364242.329400795,477994.794664028,한식
1379427,영진돈,영업/정상,강원도 강릉시 연곡면 영진리 381 영진 코아루비치테라스,362171.473487487,486683.594839636,한식
1379428,카페맑은물,영업/정상,강원도 춘천시 우두동 1061-9,264120.502090961,488667.191282714,기타
1379429,금상첨화,영업/정상,강원도 춘천시 석사동 944-3,265991.872717894,483122.659030378,한식
1379430,청평산장,영업/정상,강원도 춘천시 북산면 청평리 667-4,271777.389354688,497800.303449897,기타
1379431,샐러디춘천퇴계점,영업/정상,강원도 춘천시 석사동 888-1,265505.402588364,483523.913934339,기타
1379599,미쁨,영업/정상,강원도 원주시 단계동 1204-5,281153.05559685,428411.032726853,기타
1379600,코리엔탈깻잎두마리치킨&꽉찬순살치킨우산점,영업/정상,강원도 원주시 우산동 86-6,283192.856885425,430008.133483174,출장조리
1379601,충북식당,영업/정상,강원도 원주시 우산동 90-15,283134.113297837,429794.882705569,한식
1379602,크렘미엘,영업/정상,강원도 원주시 행구동 1854-1,286912.661149726,427463.683660413,기타
1379603,푸름,영업/정상,강원도 원주시 태장동 573 외 1필지,284684.933921566,431031.109941892,한식
1379668,핵밥원주기업도시점,영업/정상,강원도 원주시 지정면 가곡리 1461 원주기업도시 3-1블럭 호반베르디움,276867.098912859,431303.018978567,한식
1379669,브라보퍼블릭그늘집,영업/정상,강원도 원주시 단구동 997-6,284310.250897042,425529.166771353,기타
1379670,카페딕셔너리(단관점),영업/정상,강원도 원주시 관설동 1677-5,285154.09655456,424676.71711418,기타
1379671,박달박가네숯불껍데기원주무실점,영업/정상,강원도 원주시 무실동 1839-2,282406.207747519,426035.933924091,식육(숯불구이)
1379672,속초게랑회랑,영업/정상,강원도 속초시 동명동 51,339891.300595014,524541.049275016,횟집
1379676,진미식당,영업/정상,강원도 속초시 교동 654-127,338212.757088522,523310.505585831,한식
1379788,우리식당,영업/정상,강원도 양구군 국토정중앙면 가오작리 656-3,291620.943701967,516023.548238007,한식
1379832,연들레,영업/정상,강원도 춘천시 남산면 백양리 588-89,250376.25522715,478772.575241475,기타
1379833,커피브라운,영업/정상,강원도 춘천시 석사동 755-1,266005.904390316,484917.182397205,기타
1379898,솔섬,영업/정상,강원도 삼척시 원덕읍 월천리 184-2,408868.131901729,409164.565299454,기타
1379926,청솔뒷고기,영업/정상,강원도 원주시 단구동 1671-4,284825.42,424655.12,한식
1380063,고기곳간,영업/정상,강원도 태백시 황지동 52-11,376833.959472655,409308.104388046,한식
1380135,갓맥,영업/정상,강원도 홍천군 서면 팔봉리 1290-2 대명비발디파크,260030.280736472,460691.714032464,기타
1380136,불꽃식당,영업/정상,강원도 홍천군 홍천읍 신장대리 5-3 다동 86호,278086.78842997,465792.77709058,한식
1380144,멍텅구리 식당,영업/정상,강원도 태백시 황지동 253-94,376587.671324363,409960.585613308,한식
1380234,구구족 동해점,영업/정상,강원도 동해시 쇄운동 8-8 부영아파트 상가,386385.621303147,444712.223376123,한식
1380235,카페어달,영업/정상,강원도 동해시 어달동 190,387284.403471545,453226.955426835,기타
1380299,호순이술집,영업/정상,강원도 원주시 봉산동 1195-3,285503.264425717,427132.722812821,기타
1380305,왕손피자,영업/정상,강원도 춘천시 퇴계동 971-4,264628.955,484339.335,기타
1380306,삼포가는길,영업/정상,강원도 춘천시 신동면 혈동리 355,262793.336625364,477423.40244342,한식
1380307,종가집숯불구이,영업/정상,강원도 춘천시 퇴계동 890-6,263652.808915271,484382.128899994,식육(숯불구이)
1380316,낮엔카페 밤엔술,영업/정상,강원도 정선군 사북읍 사북리 315,361515.055660384,415499.31113241,기타
1380331,디귿미음상회,영업/정상,강원도 속초시 조양동 1586 속초 자이,338337.386321023,521612.667476349,호프/통닭
