번호,사업장명,영업상태명,소재지전체주소,좌표정보(x),좌표정보(y),위생업태명
1380574,놀부보쌈흥부찜닭삼겹본능한림점,영업/정상,제주특별자치도 제주시 한림읍 한림리 974,131932.698840929,-9073.2813048172,한식
1380575,블루로즈553,영업/정상,제주특별자치도 제주시 한경면 조수리 367-3,128088.320584473,-17292.9154915388,경양식
1380576,동백부엌,영업/정상,제주특별자치도 제주시 도두일동 2547,150251.036495223,860.26738547345,한식
1380577,주식회사한일고속,영업/정상,제주특별자치도 제주시 건입동 918-25 제주항연안여객터미널,156813.369331199,2754.17982875225,분식
1380578,주식회사한일고속,영업/정상,제주특별자치도 제주시 건입동 918-25 제주항연안여객터미널,156813.369331199,2754.17982875225,기타
1380865,제주바다만찬씨갤러리,영업/정상,제주특별자치도 제주시 오라이동 2155-1,154354.351455467,-351.635826028916,일식
1380866,퍼사이공제주점,영업/정상,제주특별자치도 제주시 연동 274-50,152568.445724072,-1094.34756196983,"외국음식전문점(인도,태국등)"
1380879,사포리디마레,영업/정상,제주특별자치도 제주시 한림읍 귀덕리 4143,132733.887343824,-5948.83569800831,경양식
1380880,잭아레나제주홀덤펍,영업/정상,제주특별자치도 제주시 연동 272-15,152555.96987339,-769.111060993894,기타
1380881,지나이모네,영업/정상,제주특별자치도 제주시 삼도이동 1053-15,155385.749369518,2102.76204280825,기타
1381276,미르담,영업/정상,제주특별자치도 제주시 용담이동 899-2,153814.574896105,1725.94917898122,기타
1381277,두툼,영업/정상,제주특별자치도 제주시 조천읍 조천리 2332-1,166447.300864531,4451.74400424106,식육(숯불구이)
1381278,은박지,영업/정상,제주특별자치도 제주시 아라일동 6156-6,158077.314372709,-2578.25725818121,기타
1381279,제주도애월와인바담,영업/정상,제주특별자치도 제주시 한림읍 귀덕리 1072,134088.031652104,-5702.34200002619,기타
1381280,어마장장동문시장점,영업/정상,제주특별자치도 제주시 일도일동 1145-34,155991.1503395,1893.22412944872,한식
1381365,라운지현,영업/정상,제주특별자치도 제주시 이도일동 1371-2 호스텔 오렌지트리,155729.945057901,1864.0629493511,경양식
1381366,깊은사랑,영업/정상,제주특별자치도 제주시 이도일동 1371-2 호스텔 오렌지트리,155729.945057901,1864.0629493511,기타
1381367,판다마라집,영업/정상,제주특별자치도 제주시 연동 262-25,152348.93132315,-943.912433545156,중국식
1381368,연인카페,영업/정상,제주특별자치도 제주시 구좌읍 세화리 1418-8,186575.556301384,2921.8544041023,정종/대포집/소주방
1381369,고래배꼽본점,영업/정상,제주특별자치도 제주시 우도면 연평리 1658-1,195835.163653432,-41.7790973102364,한식
1381393,협재나쵸,영업/정상,제주특별자치도 제주시 한림읍 협재리 2447-27,129242.502019235,-11141.3519647465,기타
1381394,애월연어아라점,영업/정상,제주특별자치도 제주시 아라일동 6094-1,157565.034456432,-2365.9857587898,일식
1381404,감성키친,영업/정상,제주특별자치도 서귀포시 성산읍 성산리 392,193384.598580155,-3986.97818677743,일식
